id,巴西葡萄牙语
21137,Os tipos de produtos salvos excedem os limites. Não pode ser salvo.
21138,O preço do produto excedeu o limite. Não pode ser salvo.
21139,Não pode usar até que o nível do jardim atinja @1.
21140,Mapa não foi compartilhado. Não foi possível salvar a loja.
21200,Bloco Generador de Mob
21201,Configuração Numérica
21202,Número generados cada vez
21203,Máx. no alcance
21204,Generar Gama
21205,Generar Altitude
21206,Intervalo
21207,Intervalo de Tempo da Generacao de Mobilidade
21208,Detecção
21209,"Detecção de números iniciada, o Generador de Bloco mob detectará o número de mobs generados dentro do intervalo de configuração."
21210,"Limite o número de mobs no intervalo de configuração. Se o número de mobs exceder o número de configuração, o Generador de Bloco mob não gerará mais mobs."
21211,Reivindicar tudo
21212,Anexos:
21213,Adquirir todos os anexos?
21214,Forragem
21215,Materiais
21216,Mobiliário
21217,Decorações
21218,Especial
21219,Basico
21220,Materiais
21226,Nenhum arquivo. Clique no botão abaixo para criar mapas
21227,Limite de vendas por tempo
21228,Você não adicionou nenhum plugin.
21229,Tem certeza de excluir esses Avatares personalizados?
21230,Avatar personalizado
21231,Sem Nome ainda
21232,Novo
21486,@Null@
21487,"Props proibidas na mochila.【#cff3d2b@1#n】,nao pode transferir."
21488,"Sem props de passagem【#cff3d2b@1#n】@2, nao pode ser transferido."
21489,A equipe não atende ao requisito de transferência. Não pode ser transferido.
21490,O ponto de transferencia【#cff3d2b@1#n】nao foi ativado. Nao pode ser transferido
21491,"Por favor, selecione o destino da transferência"
21492,Você chegou.【#cff3d2b@1#n】
21493,As configurações não foram salvas. Tem certeza de fechá-lo?
21494,Transferência falhou!
21495,Rota de transferência adicionada com sucesso
21496,A adição da rota de transferência falhou
21497,Nenhum destino de transferência disponível
21498,Nenhuma equipe pode passar.
21499,Esse nome já está em uso!
21500,Definir Inicio
21501,#LNotificação
21502,#LMostrar pontos inativos
21503,Passável:
21504,Consumir:
21505,ItemProibido:
21506,EquipePassável:
21507,Status:
21508,Adicione o destino da transferência:
21509,Edite o ponto de transferência
21510,Detalhado
21511,Resumo
21512,Selecione o destino da transferência
21513,Desnecessário
21514,Irrestrito
21515,Regra de Entrega
21516,Verificar a equipe
21517,#LVerificação de equipe
21518,Equipe de passagem
21519,Verificar Item
21520,#LItens de Passagem
21521,#LSem Itens de Passagem
21522,Tem certeza de excluir a linha de transferência?
21523,Ponto de Transf.
21524,Clique para editar as dicas
21525,Seleção de item
21526,Consumir ou não
21527,Transferir
21528,Dicas para alcançar o ponto de transferência
21529,"Após a abertura, selecione o ponto de destino de transferência para exibir o ponto de transferência alcançável, mas não energizado. Fechar não será exibido."
21530,"Depois de abrir a verificação da equipe, somente a equipe definida pode usar o ponto de transferência. Se fechado, toda a equipe pode passar."
21531,"Após a abertura, apenas os itens definidos na mochila podem passar pelo ponto de transferência."
21532,"Após a abertura, os itens proibidos na mochila não podem passar pelo ponto de transferência."
21533,@Null@
21534,@Null@
21535,@Null@
21536,@Null@
21537,@Null@
21538,@Null@
21539,@Null@
21540,@Null@
21541,@Null@
21542,@Null@
21543,@Null@
21544,@Null@
21545,@Null@
21546,@Null@
21547,@Null@
21548,@Null@
21549,@Null@
21550,@Null@
21551,@Null@
21552,@Null@
21553,@Null@
21554,@Null@
21555,@Null@
21556,Nome:
21557,@Null@
21558," "
21559,@Null@
21560,@Null@
21561,Evento Oficial
21562,大山的琴声
21563,"孩子们在烈日下排起了整齐的长队。他们看起来很腼腆，眼睛里闪着喜悦的光。来自各地的爱心礼物纷纷被急切的孩子们打开，很快操场上便此起彼伏地响起了稚嫩的口琴声，空气中伴随着风声传来了欣喜的气息。
  以志愿者的身份来到这片土地之前，我一直想象不到自己与这里的孩子们生活环境如此截然不同。这里的人们凭借着自己的双手努力生活着，孩子们红扑扑的脸上也写满了坚定。
  在一片琴声笑声中，有个光着脑袋的小男孩跑过来对我轻声说了句“谢谢”。他咧着嘴告诉我，他想好好念书，长大后去更远的地方，看看外面的世界。我看着他的双眼，身体的疲惫也烟消云散。像他这样的小孩有很多，我可能无法帮助到他们中的大多数人，但只要能让一个孩子露出笑容，一切努力都值得了。"
21564,彩色的自白
21565,我是一个“魔法师”。我能用自己的身体，涂抹出世界上最鲜艳美丽的色彩。我的出生，伴随着许多人爱心的凝聚。这些互不相识的人们，送来了许许多多像我一样的小伙伴。我们来到这里的使命，就是奉献出他们的一片热忱。  有一天，我和我的小伙伴们都被放进了一个精致的“小房子”里，经历了万里旅途，来到了遥远陌生的山区。在这里，我们被陈列在一群衣着朴素，眼睛里却有着星光的孩子们面前。很快，我有了新朋友，一位扎着马尾辫的、脸上红扑扑的小女孩。她牵着我的手，在白纸上描绘出了我见过最好看的画作。小女孩看着我，再看看自己的作品，开心地笑了起来。  在这个瞬间，我才意识到，她的笑容才是世界上最美的色彩。
21566,小小的异世界旅人
21567,"一年前，我家附近来了位陌生的朋友。它身材小小的，身体深深地扎进砂土里。我每天都会去原野里看他。它告诉我，它来自另一个世界，那里有很多跟它一样的兄弟姐妹们，与它一起旅行到了这里。
  很快，它的兄弟姐妹们也来了，小小的绿色脑袋站满了整片土地。我对它们的世界很好奇，每次过来都会问很多的问题。它们给我讲了好多奇妙生物的传说，我也跟它们讲了很多的故事，关于我、关于朋友、关于我生活的这片土地。它们会留在这里，一起让这里变得更加生机勃勃。
  看着它们一天天地长高，我心里特别高兴。它们说自己很快就能比我还高了。哼，我也在长高，才不会输给它们呢。"
21568,梦境中的华尔兹
21569,今天的梦，是一个开心的梦。在梦中，我跳起了最爱的舞，周围绽放了漫山遍野的粉红色樱花，散发着迷人的香味。我很喜欢这里，因为这儿有我的梦。  我喜欢跳舞，喜欢舞蹈时自由自在的感觉。可我却没有一双属于自己的舞鞋，直到我遇见了一群美丽的大哥哥大姐姐。  哥哥姐姐们来自很遥远的地方，他们给我们带来了希望。看着大家脸上洋溢的笑容，我仿佛也找寻到了希望。  “我想当舞蹈家！”，我坚定地看着哥哥姐姐们。  有一个大哥哥走过来摸了摸我的头。  “哥哥帮你实现这个愿望！”说完，他便递给了我一双红色的舞鞋。  我太开心了。双手捧过鞋子的时候，我感觉离梦境中的自己越来越近了。  我的希望，我的梦想，我的未来，我来了。
21570,星星的笑脸
21571,今天是一个美妙的夜晚，大山寂静地沉睡着，只有树林里传来轻轻的鸟叫声。我抬起头看着天空，看到了天上的点点繁星，它们仿佛在对着我微笑，这让我不禁想起来那群人。  听老师说，有一群从很遥远的地方来的大哥哥大姐姐，给我们带来我们需要的东西。我高兴极了。他们就像天上的星星一样，带着笑脸，给需要帮助的人们带来希望。  一颗星星的力量，是微不足道的，可是漫天的星星，却拥有巨大的能量。  我希望我长大了也能成为像他们一样的人，就像天上的星星一般，带着笑容的力量，一直闪耀下去。
21572,我最喜欢的东西
21573,"奶奶总说我把废纸浪费了
 留着还能擦鼻涕呢
 哼，其实我是要把他们变成我最喜欢的东西
 全都保护起来
 千纸鹤
 大飞机
 长钢琴
 小帆船
 还有两三颗星星
 但它们好久都没再新增成员了
 好像是奶奶把所有的废纸都藏起来了吧"
21574,迷梭梭与安吉洛斯 Ⅰ
21575,"清晰地记得她当时说“在来到阿拉善之前，我从未看过如此湛蓝的天空，也未看过晚上八九点还不下山的太阳，更从未见过一望无际的黄土与荒漠……”然后我好奇地问她外面的世界长什么样的？我听着她将外面世界的美好娓娓道来……
  后来我们一起在这片荒芜中挖坑，种上一株一株梭梭树，并在树林中立了一块标志牌。她一直非常担心，这些梭梭树苗在这么恶劣的环境中，它们能存活下来吗？荒漠能再现生机吗？哈哈哈，最后还是由我来安抚她焦灼不安的心情呢。在离开之前，她拿出相机，拍下这一片黄土和我们满带笑容充满希望的瞬间。
  哦对了，忘了告诉你，她是安吉洛斯，是一名爱心志愿者，嘻嘻。"
21576,迷梭梭与安吉洛斯 Ⅱ
21577,"前几天我翻看日记的时候，翻出那张与迷梭梭在阿拉善合影的照片，背景看上去满目荒凉，再次勾起了我对梭梭树苗的担心。我终于按捺不住内心的冲动，想亲眼去看一看那片土地上的梭梭树苗，它们还在吗？还是绿油油的样子吗？
  又是迷梭梭带我来到阿拉善。哇！眼前的一切我简直不敢相信，这一片曾经的荒漠，现在远远望去已经泛起了绿色，除了当时种下的梭梭树，竟然还有稀疏的野草。我直觉反应是来错了地方，直到看见不远处那块我们亲手安放的标志牌。算起来，距离我们上次来阿拉善才半年多而已，这里的主色调竟然从土黄变成了青黄相接。我无法形容内心的震撼，于是站在同样的位置，我们又拍了一张照片。"
21578,美好的祝福
21579,今天看到了一篇文章《多亏中印，地球比20年前更绿了》里面说“过去20年来地球新增绿化面积相当于整个亚马逊雨林覆盖的面积”，我又想起了我们在阿拉善种下的梭梭林，心中无比骄傲和自豪，阿拉善的梭梭树苗已经长高，它们改善了阿拉善的生态环境。  这一切都要感谢在迷你世界里参加公益的可爱孩子们，真心地祝愿你们永远健康、快乐成长！也感谢那些为了公益而贡献己力的人们，因为有了你们，这个世界才变得更加可爱、美好。
21580,@Null@
21581,@Null@
21582,Pontos de Coloracao
21583,胡胡
21584,牛牛
21585,包包
21586,小白
21587,小茜
21588,小康
21589,迷梭梭
21590,安吉洛斯
21591,A transferência consumiu【#cff3d2b@1#n】@2
21595,Autor não abriu a loja
21596,Tempo de compra atingiu o limite superior.
21597,Compra falhou! Mapa atual não existe.
21598,Compra falhou! Tente novamente.
21599,Compra falhou! Erro no passe dos dados do cartão.
21600,Compra falhou! Exceder a duração máxima do cartão de passe.
21601,Compra falhou! Erro nos dados do mapa.
21602,Compra falhou! Você não pode comprar cartões de passe de sua própria loja
21603,A validade do cartão de passe não pode exceder a duração máxima de propriedade. Reset.
21604,"Falhou ao abrir a sala. Por Favor, compre o passe primeiro"
21605,Parabens! Compra com sucesso!
21606,"Caro jogador, você vai comprar Cartao de Passe com Mini Moedas e obter acesso a este mapa. Entram em vigor imediatamente após a compra! Comprar agora?"
21607,Preço com desconto não pode ser maior que o preço original. Defina novamente
21608,Item
21609,Info. da loja salvo com sucesso
21610,@1 Dia(s)
21611,Nenhum
21612,Por Favor selecione a tag
21613,Por favor selecione um produto
21614,Por favor selecione uma moeda
21615,@1 Dia restante
21616,Suporte apenas no modo de rede
21617,"Caro jogador, você vai comprar #cfa7a0fCartão de Passe#n e obtenha acesso a esse mapa #c0aaa1aassistindo anúncios#n ou #c0aaa1aconsumir Mini Moedas#n. Entram em vigor imediatamente após a compra! Compre agora?"
21618,Vezes de limite diário de compra
21619,Duração Max. de Posse
21620,Janela de diálogo surge após
21621,Duração do Cartão de Passe
21622,Preço
21623,#L Tempo de venda
21624,"Quando a venda terminar, o item que você definir será removido. Mas você pode colocá-lo novamente à venda"
21625,Add. Tag
21626,Tipo Moeda
21627,Preço original
21628,Número de visualizações foi usado
21629,Recomendação
21630,HOT
21631,Limitado
21632,Desconto
21633,#LPreço com Desconto
21634,"Depois de definir o preço com desconto, jogadores compram com preço com desconto"
21635,#LPeríodo de validade
21636,Ele retornará ao preço original após o evento de desconto.
21637,Período de venda
21638,Defina seu período de venda. Jogadores não podem comprar novamente após o término do evento de desconto.
21639,Anúncio
21640,Obter de graça
21641,#L Modo de anúncios
21642,"Quando você ativa o modo de anúncios, os jogadores podem obter #cfa7a0fitens gratis#n assistindo ads. Voce tambem pode #cfa7a0fobter ganhos#n."
21643,Def idioma exibição【#cff3d2b@1#n】Falhou
21644,Def idioma exibição【#c5aea0a@1#n】sucesso
21645,Def idioma exibição
21646,Sobrescrever traduções existentes?
21647,Idiomas:
21648,"#cfa7a0fQual é a utilidade do suporte a idiomas?#n#rDepois de usar lingua. suporte, um botão de edição de tradução será exibido em todos os lugares que inserem texto no mapa. Clique no botão para traduzir a entrada de idioma para qualquer outro idioma que você deseje online.#rQuando outras pessoas entram no mapa, elas podem optar por jogar em um dos idiomas que o criador de mapas configurou."
21649,Idiomas
21650,Editar Tradução
21651,Tradu. Suportadas
21652,Traduzir Tudo
21653,Texto Original [#cfa7a0f@1#n]
21654,Tradução [#cfa7a0f@1#n]
21655,Exceder Limitação
21656,Vazio
21657,"Detectado que o texto original foi modificado, clique em Confirmar para auto-traduzir todo o texto(#cfa7a0fNota: Tradução anterior será sobrescrita#n"
21658,@1's Loja
21659,Mapa Armazem
21660,1. Os itens comprados serão armazenados no armazém do mapa clicando no botão inferior esquerdo
21661,2. Os itens comprados podem ser usados em qualquer arquivo dos mapas atuais
