id,英文
20339,"#cfa7a0fPreparation before uploading#n
Download official drawing card, and finish you work in drawing area.
  
  #cfa7a0fHow to upload?#n
  Click Upload. Find the drawing card and click.
  #cef2d2dNotice: The size of uploaded drawing card must be the same as the official version(Standard A4). #n
  
  #cfa7a0fPreview and Save#n
  After uploading, you work will be displayed in editing interface of Mini Star Skin.
  Upload it after saving. When it gets approved, it can be seen in multiplayer room."
20340,Reupload
20341,"Notice: If the generated model is wrong, please make sure that the size and direction are right. Check #L#cfa7a0fUpload instruction#n）"
20342,The content hasn't been reviewed and cannot be used. Please upload to review
20343,The content is being reviewed and cannot be used
20344,Illegal content. Can't use and edit
20345,Star Emote
20346,Star Emote
20347,Star Skin
20348,Star Skin
20349,My Workshop
20350,Stay tuned
20351,Setting
20352,Dynamic Effect
20353,Estar Emote Display
20354,Choose a skin
20355,Choose an action
20356,#cffffffPlease show your action in front of the rear camera#n
20357,#cffffffPlease record #cfa7a0f@1#nan action#n
20358,#cffffffSwitch to action @1#n
20359,#cffffffStart recording#n
20360,Time-lapse recording(5s)
20361,Model management(@1/3
20362,Star Emote Introduction
20363,"Star Emote matches the human action to the model by bone recognition. The player only needs to show the human body in front of the camera, and the dressed role in the picture can match the player's action in real time.
The player can also record the action and save it."
20364,Welcome to Mini Star Runway! You can try different kinds of high tech here to connect the Mini World with the real world! Use your imagination and ideas to make it come true!
20365,[Star Emote]
20366,Single shot
20367,Double Shot
20368,Let the model swing with you and record your own actions!
20369,Detailed tutorial
20370,#LCan't play?#n
20371,#cef2d2dAttention: Please pay attention to the people or things around you during the use of the function. Be careful!
20372,The phone is perpendicular to the ground
20373,Distance 1-2 meters
20374,Action application
20375,Help of action application
20376,"#cfa7a0fWhat is action application?#n
Use the action application to change the model's action.
Players use it and enter the game. The actions (including: stand, run, lie down, attack, defeated, attacked,)  will be replaced.

#cfa7a0fWhich skins support the action application?#n
Avatars @1(More skins will be available for later version)"
20377,Action combination (Action application)
20378,Action Name
20379,#cffffff@1@2#nSet as #cfa7a0f@3#n action
20380,Saved successfully
20381,Saved successfully. Check in the resource gallery
20382,Basic action
20383,Emoticon
20384,Save as
20385,#L#cffffffResource
20386,Configure at least one action to save
20387,Name the resource(action combination)
20388,Standard Figure
20389,General Figure
20390,The action made by this bone can be used on star emote
20391,Action combination will be saved in resource center. Default action won't be saved in action combination
20392,You can save the action combination in resource center
20393,#L#cfa7a0fSave action combination
20394,Generate standard figure
20395,Load the action
20396,Save the action
20397,#cfa7a0f@1#n Action will be saved in resource center
20398,Model Center
20399,Action Center
20400,Map Action
20401,Action resource: File @1/@2
20402,Model resource: File @1/@2
20403,Resource details
20404,Name
20405,Resource type
20406,Action tag
20407,UID
20408,File size
20409,Model type
20410,General Figure
20411,Combination
20412,Single
20413,Miniature Block
20414,Miniature Combination
20415,Miniature item
20416,Miniature creature
20417,Custom model
20418,It will cost #c0aaa1a@1×@2#n to open #cfa7a0f@3#n slot. Please confirm#r
20419,Head
20420,Neck
20421,Upper body
20422,Belly
20423,Pelvis
20424,Root bone
20425,Shoulder
20426,Right shoulder
20427,Right big arm
20428,Right forearm arm
20429,Right palm
20430,Left shoulder
20431,Left big arm
20432,Left forearm arm
20433,Left palm
20434,Right thigh
20435,Right shank
20436,Right feet
20437,Left thigh
20438,Left shank
20439,Left feet
20440,Can't check#rResource is not downloaded
20441,No modification supported
20442,Turn the head
20443,Whirl 
20444,Akimbo
20445,Lift up the leg
20446,Opening animation
20447,Name the action
20448,Max 100 frames. 0.1 frame/s
20449,Standard human shape figure
20450,Standard human shape model editing. Can't change the bone parameter
20451,No modificatio. Save failed
20452,Load success
20453,Load failed
20454,Your skin doesn't support action application
20455,General
20456,Official action
20457,Custom action
20458,Star emote action
20459,No action data. Can't be saved as action combination
20460,Only default action.Can't be saved as action combination
20461,The number of action files has reached the upper limit
20462,Are you sure to clear the action application plan?
20463,You can't edit official action
20464,Displacement Control
20465,Can only adjust displacement
20466,This bone doesn't support model editing
20467,Your phone doesn't support this function
20468,Attention: You can upload at most 5 times daily
20469,You've uploaded more than 5 times. Please try again tomorrow
20470,Make a pose and I will follow you
20471,"Click the record button. Countdown 3,2,1 GO!"
20472,Your following poses will all be recorded!
20473,Recording done! Let's have a look!
20474,"After saving, you can use the skin on character and edit!"
20475,@Null@
20476,The action is going to be reviewed(It will be displayed after reviewing)
20477,Star emote | What's it?
20478,Star emote | How to use?
20479,Star emote | What can it do?
20480,Turn
20481,Like
20482,Shy
20483,Awkward
20484,Daze
20485,"Welcome to the Star Dance (Motion Capture) feature introduction, we will begin with the tutorial on this feature."
20486,End of Tutorial
20487,"Upload fail, missing local file (Please select another action)"
20488,(It can only be seen online after the review is completed)
20489,@Null@
20500,Failed to take pictures
20501,@Null@
20502,@Null@
20503,@Null@
20508,@Null@
20509,Please wait
20510,Post
20511,Insert image
20512,Posts Management
20513,Submit
20514,Friends' Status
20515,My Status
20516,Latest Reply
20517,Edit
20518,Post feelings
20519,"Click to input content, 15 words limit"
20520,My Space
20521,Priority Displayed Channels
20522,Allow others to comment
20523,My feelings
20524,Maps
20525,Status
20526,Album
20527,Settings Saved
20528,Hide
20529,Cancel hide
20530,Pinned
20531,Recommendations
20532,"Recommendations not set,please edit in map channel"
20533,Recommendations not set
20534,Map Channel
20535,Popularity
20536,Display Center
20537,"- Personal Profile function is updated! #r #r 1. Add a display center, you can recommend your favorite game content in your own space. #r #r 2. Add a personal mood to update your mood text at any time. #r #r 3. Add popularity system, people value = friends * 10 + fans + map download quantity + status engagement points. #r #r 4. Add a image lock that you can lock the image of your personal profile and do not change according to the skin you use. #r #r 5. Add a status update system that you can publish real-time status to friends and fans to share interesting stories in the game. #r #r 6. New medal system, you can complete the achievements of the game to get the cool medal."
