id,土耳其语
30180,"1. İlk yükleme çift viteste, mini jetonların hediye kısmı görünüm ve kişiye özel hediyeler için kullanılamaz. #r
 2. İ İlk yükleme çift viteste -PC ve Android kanalları 100 RMB şarj 1000 mini jeton ücretsiz 1000 mini jeton, 10 rmb yükleme ve 100 mini jeton ücretsiz 100 mini jeton; iOS kanalı 108 RMB yükleme ve 1080 mini jeton ücretsiz 1080 mini jeton seviyesi, 12RMB yüklemesinde 120 mini jeton ücretsiz 120 mini jeton viteste#r 
 3. Yetkilinin havale ve şans paketi şartı aranmayacaktır.Transfer ve şans paketi isteyenlerin hepsi dolandırıcıdır! #r
 4. ""Kırık versiyona"" güvenmeyin, ""müşteri hizmetlerini taklit eden"" yabancılara güvenmeyin!"
30181,Yükleme
30182,Yükleme Bildirimi
30183,"Eşyalar ve hediyeler otomatik olarak Deponuza gönderilir, eğer depo doluysa posta kutunuza gönderilir."
30184,İstek
30185,Görünüm isteği
30186,Wechat / QQ isteği
30187,İstek göndermeden @1 gün önce arkadaş ekle
30188,Mesajı seç
30189,"Yılda sadece 1 kere doğum günüm kutlanıyor, herhangi bir hediye alabilecek miyim merak ediyorum @1"
30190,"Kötü bir ruh halindeyim, bu küçük bebeğin mutlu olması için bir @1 istiyorum. > _ <"
30191,Bayramda @1 olsa ne güzel olurdu!
30192,"En iyi arkadaşın bir @1'e sahip olmayı diliyor, teşekkür ederim!"
30193,Başarıyla gönderildi!
30194,İsteğiniz başarıyla #cfa7a0f@1#n ye gönderildi.
30195,"Ağ bağlantınız anormal, lütfen daha sonra tekrar izleyiniz."
30196,Reddet ve sil
30197,Hediye etmek
30198,Sevgili #cfa7a0f@1#n #r@3
30199,"Üzgünüz, #cfa7a0f@2#n 'den istediğiniz cilt hediyesi #cfa7a0f@1#n isteğiniz reddedildi, neden başka birine sormayı denemiyorsunuz?"
30200,Mağaza isteği-E posta
30201,Alışveriş Mağazası İsteği
30202,Parça
30203,İndirim
30204,Bonus
30205,Seçkin bir cilt istemek için yükleme yapınız - @1! (Her oyuncu sadece bir kez elde edebilir!)
30206,Eşya listesi
30207,#Cfa7a0f@1 - Sahip olunmayanlar #n
30208,@1------ Sahip olunan
30209,Bu öğeyi kullanmadan önce hala @1 parçasına ihtiyaç var. Gashapon'u çekmeye devam etmek istediğinizden emin misiniz?
30210,@1 Gashapon bileti
30211,5 Gashapon biletleri
30212,Gacha kuponu hediyesi×1
30213,Yetersiz Gashapon biletleri. Otomatik olarak satın alınacak.
30214,Satın al @1
30215,"Not: Gashapon biletleri, cilt elde etme şansınız bulunan Gashapon Mağazasındaki etkinliklerde kullanılabilir."
30216,@1 Etkinlik bileti
30217,10 Etkinlik biletleri
30218,1 Meyve Bileti
30219,Etkinlik bileti x1 gönder
30220,Yetersiz etkinlik bileti. Otomatik olarak satın alınacak.
30221,"Not: Etkinlik kuponu, Bahçedeki etkinliğe katılmak için kullanılabilir ve binek parçalarını ödül alma şansı vardır!"
30222,Havai fişek satın alın (Ücretsiz #cfa7a0 Gashapon Bileti gönderilsin. #n)
30223,Havai fişek satın alın (Ücretsiz #cfa7a0 Etkinlik Bileti gönderilsin. #n)
30224,"Satın alma başarılı! @1 depoya gönderildi, @2 hediye edildi"
30225,@Null@
30226,Sadece çek
30227,Sdece takas
30228,Çek & Kullan
30229,Bu kalıcı cilde zaten sahip olduğunuz için tekrar alamıyorsunuz.
30230,Bu kalıcı parçaya zaten sahip olduğunuz için tekrar alamıyorsunuz.
30231,Parça kesinti başarısız. Lütfen daha sonra tekrar deneyiniz
30232,Öğe kullanılamadı. Lütfen müşteri hizmetleri ile iletişime geçiniz. Mini World Yetkilisi: miniworldcustomerservice@gmail.com
30233,"Eşyalar alınamadı, lütfen kullanım için müşteri hizmetleri ile iletişime geçin. Mini World Yetkilisi: miniworldcustomerservice@gmail.com"
30250,Bu işlem mevcut görüntünüzü temizleyecektir. Devam etmek istediğinizden emin misiniz? İpucu: Kıyafetinizi diğer yuvalarda yedekleyebilirsiniz.
30251,"Seçilen görüntü, geçerli mevcut görüntünün üzerine yazılacağı için önce mevcut görüntüyü yedeklemeniz önerilir."
30252,Kostüm Ayrıcalık Kartı
30253,Satın alma işleminden hemen sonra geçerli olmak üzere 30 gün boyunca tanımlanmış kostümlerin çoğunu ücretsiz olarak kullanma hakkını elde edebilirsiniz.
30254,@1 gün
30255,Kostüm Ayrıcalık Kartınız olduğu için dönem boyunca çoğu kostümü ücretsiz olarak kullanabilirsiniz. Denediklerinizi kaydetmeyi seçebilir veya kostümünüz yoksa kalıcı kullanım hakkını satın alabilirsiniz.
30256,Seçkin Kostüm Ayrıcalık Kartı
30257,"Kostüm Ayrıcalık Kartınızın süresi dolmak üzere. Kullanım süresi sona erdikten sonra, sahibi olmadığınız kostüm kombinasyonları silinecek. Ayrıcalığınızı korumak için kartı yenilemek ister misiniz?"
30258,Ayrıcalığı yenile
30259,Denediğini kaydet
30260,Başarıyla satın alındı! Şimdi gidip kostüm kombinlerinizi yapın!
30261,"Bu deriyi zaten @1'e çok memnun oldunuz, lütfen tekrar vermeyin."
30262,Cilt @1'e posta yoluyla verildi. Postada bir gecikme olabilir. Tekrar giriş yaptıktan sonra kontrol etmek için arkadaşınıza hatırlatabilirsiniz.
30270,Eşya listesi
30271,#cfa7a0f@1——Sahip olmadıklarınız #n
30272,@1——Sahip olduklarınız
30273,Bu öğeyi kullanabilmek için hala @1 parçaya ihtiyacınız var. Gashapon'u çekmeye devam etmek istediğinize emin misiniz?
30274,Onayla
30275,Lütfen satın alma miktarını seçin
30276,Zaten alınmış
30277,"Buna zaten sahipsiniz, satın alma işlemini tekrar etmeyin~"
30278,@1 giymek için sor
30279,Arkadaş tarafından öde
30280,Ödeme için QR kodunu tarayın:
30281,Linki paylaş
30282,Resmi Kaydet
30283,Hatırlatma: 18 yaşından büyük kullanıcılar ödeme yapmak için uygun olanlardır.
30284,Wechat'a paylaş
30285,QQ ile paylaş
30286,QR kodu ekran görüntüsü albüme kaydedildi
30287,Link panoya kopyalandı.
30288,"Sevgili dostum, QR kodunu tarayın ve bana bir elbise gönderin @1"
30289,Günlük istek limiti @1 kez
30290,Aynı oyuncuya günde sadece @1 kez istek gönderebilirsin.
30291,Kıyafet isteği
30292,Aylık istek tutarı üst sınıra ulaştı
30293,Hediye edildi
30294,@1 gün boyunca bu arkadaşınızdan gelen istekleri kabul edemezsiniz.
30295,Gizemli arkadaşından
30296,Bir arkadaşınızdan istediğiniz @1 hediyesini aldınız!
30297,QR kodunun ekran görüntüsü masaüstüne kaydedildi
30298,1. Ödül geri sayımı sona erdikten sonra görev yenilenecek ve mevcut görev ilerlemesi de temizlenecek. Talep edilmemiş ödüller tekrar alınamayacak. Lütfen görev ödüllerini zamanında toplamayı unutmayın~ 2. Görevler; mini nokta tüketim görevleri ve reklam görüntüleme görevleri olarak ayrılmıştır. Görev koşullarını tamamlamadan önce görevi anlamayı unutmayın!
30299,Mini Kaptan size hatırlatır: Gerçek Adı Top-up Tutarı Limitine ulaşıldı
30300,@Null@
30301,@Null@
30302,Bu ayın yükleme limiti: @1 / @3
30303,Şarj limiti üst sınırına ulaşmak üzere
30304,"Bu ayki şarj limitiniz üst sınırına ulaşacak, lütfen şarj etmek için başka bir priz seçin."
30305,Mini jeton isteği
30306,Yüklemeye olmaya yardımcı olmak için arkadaşlarınızla paylaşın
30307,Talep miktarı
30308,İstemek
30309,Mini jeton alındı
30310,Bir arkadaştan @1 mini jeton hediyesi geldi
30311,Mini Resminden
30312,Mutlu bir şekilde oynamam için bana biraz mini jeton hediye et
30313,Verdiğin mini jetonları almak en mutlu şeylerden biri.
30314,"Çok fazla mini jetona ihtiyacım yok, mutlutuyum"
30315,"Ödeme başarılı olduktan sonra, görünüm almak için lütfen postaya gidin."
30316,"Sevgili dostum, QR kodunu tarat ve bana #cFA7A0F@1 ilişkilerini gönder"
30350,@Null@
30351,Dönüştürülemiyor. Lütfen düz bir konum seçiniz.
30352,Dönüştürülemiyor. Hedef konumda zaten başka yaratıklar var.
30353,"Uzayda ve suda dönüşemezsiniz, lütfen karada bir arazi alanı bulun."
30354,Kullanım izni geri alındı.
30355,Dönüştürme işlemi iptal edildi.
30356,"İşlem soğuma sürecinde, lütfen @1 saniye sonra tekrar deneyin."
30357,Mevcut kiyafeti iptal etmeniz gerekmektedir.
30358,Dönüşüme yardım eden kostüm geri çekildi.
30400,@Null@
30500,@Null@
30501,@2'nin kilidini açmak için @1 cildine sahip olmanız gerekir. #c0AAA1A@3(kalıcı)#n 'yı satın almak ister misiniz?
30502,Bana bir @1 kıyafetini hediye et ve hala iyi arkadaş kalalım.
30503,Benim için en mutlu şey senden hediye olarak @1 kıyafetini almak oldu.
30504,Bu @1 elbisesini gerçekten çok beğendim. Bana hediye edebilir misin?
30505,arkadaşlar ödeme
30506,@1 adına ödeme yapın
30507,"Sevgili ortağım, QR kodunu tarayın ve bana @1 gönderin"
30508,Mutlu oynamam için bir Keyif kartını hediye et
30509,Verdiğin keyif kartını almak en mutlu şeylerden biri.
30510,"Fazla bir şeye ihtiyacım yok, sadece bana bir Keyif kartı gönderin."
30511,@2 kilidini açmak için @1 cilde sahip olmanız gerekir. #c0aaa1a@3 (daimi) #n almak için Gashapon'a gitmek ister misiniz?
30512,GACHAPON'a git
30600,@Null@
30601,Parametre hatası
30602,Yapılandırma alınamıyor
30603,Sprey boya sahneleri silinemedi
30604,Zaten kalıcı bir etiket var
30605,Anormal geçerlilik süresi
30606,Sprey boya sahnelerini kullanarak tazminat hatası
30607,Mini sikke tüketerek sprey boyası satın alınamadı
30608,Geçerlilik süresi hesaplanamadı
30609,Satın alma döneminde değil
30610,Bir sprey boya deseni yok
30611,Desen seçimi
30612,Mevcut desen
30613,Sprey boya sahne
30614,"Püskürtme boyası yok, git."
30615,"Sprey Boya Çalma Talimatları

1. Sprey boya kutuları, oyun içi karakter arayüzünün ekipman çubuğunda kullanım için Prop Çubuğuna taşınabilir ve sprey boya kutuları ile değiştirilen sahne otomatik olarak sırt çantasına taşınır
2. Satın alınan desen doğrudan oyun haritasında kullanılabilir
3. Sprey Boya Desen, oyun haritasında belirli bir süre sonra otomatik olarak kaybolur"
30616,Desen Boyutu @1 * @2
30617,Çekme yerlerini kullanarak alışveriş merkezinde başarıyla görüntülenen içerik
30618,Yeni Sprey Boya Alın: @1
30619,Başarılı bir şekilde telafi etmek için sprey boya sahnelerini kullanın
30620,Mevcut desen
30621,Kullanılan desenler
30622,Operasyon çok hızlı
30623,Sırt çantanızda zaten sprey boya var
30700,@Null@
30701,Üye özel
30702,Olaydan elde etmek
30750,@Null@
31000,@Null@
31001,Grubum
31002,@1/@2 çevrimiçi
31003,Grup Avatarı Seç
31004,Karakter
31005,Görünüm
31006,Yaratık
31007,Grup sahibi
31008,Grup üyesi
31009,Davetiye listesi başarıyla eklendi
31010,Gruptan ayrılmak istediğinize emin misiniz?
31011,Grup davetiyesi: @1(@2 üye)
31012,Davet eden: @1 (@2)
31013,Grup sahibi: @1 (@2)
31014,Oda sahibi sizi#cfa7a0f@1 grubundan çıkardı
31015,Grup sahibi#cfa7a0f@1 grubunu kapattı
31016,Gruba otomatik olarak katıl
31017,"Grup daveti gönderildi, lütfen şimdi karşı taraftan cevap bekleyiniz."
31018,Halihazırda çok fazla gruba katıldığınız için bu gruba katılamıyorsunuz.
31019,Grup dolu olduğu için katılamıyorsunuz.
31020,@1'i gruba katılmaya davet ettiniz.
31021,@1 sizi gruba katılmaya davet ediyor
31022,Gruptaki mevcut oyuncular: @2
31023,Oyuncu @1 gruptan grup sahibi tarafından çıkarıldı.
31024,Oyuncu @1'in sohbet etmesi oda sahibi tarafından yasaklandı.
31025,Toplamda @1 üye
31026,Sabitle
31027,Sabitlenmiş
31028,Çok hızlı yapıyorsun. Lütfen biraz dinlen
31029,Grup ismi
31030,"Seçeneğin etkinleştirilmesiyle, tüm grup davetleri otomatik olarak kabul edilecektir. Otomatik olarak grup üyesi olmayı etkinleştirmek istediğinizden emin misiniz?"
31031,"Son zamanlarda birçok kez rapor edildiğiniz için grupta geçici olarak sohbet edemiyorsunuz, yasağınızı kaldırması için lütfen oda sahibiyle iletişime geçiniz."
31032,Yakın zamanda birçok kez rapor edildiniz ve incelenmeye alındınız. Bu yüzden grup sohbetini geçici olarak kullanamıyorsunuz.
31033,Yakın zamanda birçok kez rapor edildiğiniz için @1'e kadar grupta sohbet etmeniz yasaklanmıştır.
31034,Sabitlenme kaldırıldı.
31035,"Grup sahibi, grup adını @1 olarak değiştirdi."
31036,Grup sahipliğini devretmek istediğinize emin misiniz?
31037,Yakın zamanda birçok kez rapor edildiğiniz için grup oluşturmanız yasaklanmıştır.
31038,@1 oyuncusu gruptan ayrıldı
31039,Bu oyuncuyu gruptan atmak istediğinize emin misiniz?
31040,Başarıyla katıldı
31041,Davetiye reddedildi
31042,Zaten bu grubun içindesin
31043,Henüz bir grup yok. Lütfen paylaşmadan öcne bir grup oluşturun ya da gruba katılın.
31044,Başvuru süresi doldu
31045,İçerik Sürümü Duyurusu
31046,"Lütfen oyundaki kuralları ihlal eden bilgileri yayınlamayın veya yaymayın. İhlalatörler ciddi şekilde ele alınacaktır.
İhlal içeriği içerir ancak bunlarla sınırlı değildir--
1. Kişisel Gizlilik Bilgisi: Hesap şifresi, gerçek isim vb. Gibi.
2. İndükleme Bilgileri: Şarj alımları, bağlantı indirmeleri vb. Gibi.
3. Sosyal bilgiler: sosyal platformlar, iletişim bilgileri, web sitesi bağlantıları vb. Gibi.
4. Ulusal yasaları ve düzenlemeleri ihlal eden içerik:
 (1) Anayasanın kurduğu temel ilkeleri ihlal etmek;
 (2) Ulusal güvenliği tehlikeye atarak, devlet sırlarını, devlet gücünü incelemek ve ulusal birliğin baltalanması;
 (3) Ulusal onur ve çıkarlara zarar vermek;
 (4) etnik nefret, etnik ayrımcılığa ve etnik birliğin baltalanması teşvik etmek;
 (5) Devletin dini politikalarını baltalamak ve kültleri ve feodal batıl inançları teşvik etmek;
 (6) söylentileri yaymak, sosyal düzen rahatsız etmek ve sosyal istikrarın altını çizmek;
 (7) müstehcenlik, pornografi, kumar, şiddet, terör veya muayene suçu yaymak;
 (8) başkalarına hakaret etmek veya iftira etmek, başkalarının yasal haklarını ve çıkarlarını ihlal etmek;
 (9) Yasadışı meclis, dernekler, işleme, gösteriler, sosyal düzeni bozmak için kalabalık toplama teşvik etmek;
 (10) Yasadışı bir sivil örgütün adına etki etmek;
 (11) ""Anlık Mesajlaşma Araçları için Kamu Bilgi Hizmet Hizmetlerinin Geliştirilmesi ve Yönetimi"" nin ""Geçici Hükümler"" nin karşısına uymayanlar ve ""yedi alt satır"" gereklilikleri, sosyalist sistem, ulusal çıkarlar, yasal Vatandaşların, kamu düzeni, sosyal ahlak ve bilgi orijinalliği vb. İlgi alanları;
 (12) Yasalar ve idari düzenlemeler tarafından yasaklanan diğer içeriği içeren.
5. Yasalara, düzenlemelere ve platform gereksinimlerine uymayan diğer içerikler"
31047,"Sınırlı ancak bunlarla sınırlı olmayan grup içindeki kuralları ihlal eden veya yayınlamayın.
Kişisel Gizlilik Bilgisi, Şiddet ve Terörizm, Pornografik ve Siyasi Bilgiler, Sosyal Medya Bilgileri, Tüketim İndüktif Bilgileri ve yasaların, düzenlemelerin ve platformların gerekliliklerini karşılamayan diğer içerikler."
31048,#c3D4546Grup oluşturmayı kabul ettim
31049,Onayla ve Oluştur
31050,"Lütfen grupta kişisel gizlilik, şiddet barındıran içerik, pornografi ve tüketim teşvik gibi yasa dışı bilgileri yaymayın"
31051,#L#c49463F Lütfen yasadışı içerik göndermeyin ve uygunsuz bilgiyi yaymayın
31052,grup yok sayıldı. işletemiyorum
31053,Gruptaki değildir. Geçersiz işlem
31100,Mini kaptan size #cFF723ASogo yazma sistemi#n kullanmanızı ve arkadaşlarınızla daha eğlenceli sohbet etmenizi tavsiye ediyor! #r#cFF723A“Dil ve giriş yöntemi”#n açın
31101,Anladım
31102,Kılavuzu görüntüle
32000,@Null@
32001,"Sevgili oyuncular, reklamları izleyerek @1 gelir elde edebileceksiniz. Reklam izlemek ister misiniz?"
32002,"Sevgili oyuncular, mevcut reklam verisi elde edilemedi, lütfen daha sonra tekrar deneyin!"
32003,"Sevgili oyuncu, bugünlük reklam izleme hakkınız üst sınırına ulaştı. Lütfen yarın tekrar deneyiniz."
32004,"Sevgili oyuncular, mevcut reklamlar sadece mobil versiyonlarda desteklenmektedir!"
32005,@Null@
32006,Arşiv alanı için talimat
32007,"#cfa7a0fArşiv alanı nasıl genişletilir?#n 
Yalnızca #c0aaa1aMy#n kategori arşiv alanı genişletilebilir. Arşiv alanı, ev seviyesini yükselterek, geliştiriciyi onaylayarak ve kilidi açılmış arşiv alanı satın alarak genişletilebilir. 

#cfa7a0f Mevcut ödülden biraz tasarruf edin#n 
Ev ödül arşivi arşivi: #c0aaa1a@1#n 
Geliştirici ödül arşivi: #c0aaa1a@2#n 
Arşiv alanlarının kilidini açmak için satın alın: #c0aaa1a@3#n"
32008,Eve git
32009,Sertifikalı Geliştirici
32010,Satın alma yuvası
32011,Satın almayı onayla
32012,#cfa7a0f@3Arşiv alanlarını satın almak için #c0aaa1a@1×@2#n'i harcayacaksınız#n.Lütfen onaylayınız.
32013,"Güncel arşiv sayısı: @1
 Satın aldıktan sonra arşiv sayısı: @2"
32014,Onayla
32015,#cfa7a0f#n Arşivimdeki değişiklikler:
32016,Benim
32017,İndir
32018,Arşiv alanı üst sınıra ulaştı!
32019,1 arşiv alanının kilidi açıldı!
32020,"Arşiv alanı üst sınıra ulaştı, lütfen daha fazlasının kilidini açınız ya da daha fazla arşiv alanı satın alınız."
32021,@Null@
32022,@Null@
32023,@Null@
32024,@Null@
32025,@Null@
32026,yüklenmedi
32027,Yüklendi
32028,İndirildi
32029,Tarih
32030,Oyun haritası
32031,genişletmek
32032,Harita ayrıntılar
32033,Veri
32034,Yorum Yap
32035,Oluşturulma tarihi:
32036,Yüklendi
32037,İnceleniyor
32038,yeniden denetleniyor
32039,Değiştirilecek
32040,Kayıtlı
32041,Yasadışı
32042,Engellendi
32043,Paylaş
32044,Yükle
32045,Güncelli
32046,İndir
32047,Dünkü yeni indirmeler
32048,Haritanın geçerli değerlendirmesi
32049,Veri
32050,toplam
32051,İndirilen sayısı
32052,Uzmanların önerdikleri
32053,Yorum sayısı
32054,Bağışlar
32055,Favori sayısı
32056,Yukarıdaki veriler @1'den itibarendir.
32057,Harita durumu
32058,#C0AAFFFİnceleniyor#n
32059,#C0AAFFFYeniden denetleniyor#n
32060,#CFA7A0Fdeğiştirilecek#n
32061,#cFF3D2BYasa dışı#n
32062,#cFF3D2BEngellendi#n
32063,Harita inceleniyor. İncelemeyi başarıyla geçtikten sonra harita mini atölyede normal şekilde görüntülenecektir.
32064,Haritada yasa dışı olan bir içerik bulunursa ve haritanın değiştirilip yeniden yüklenmesi gerekir.
32065,Onaylanan harita tekrar gözden geçirilecek ve eğer harita incelemeyi geçerse harita mini atölyede normal şekilde görüntülenecektir.
32066,"Haritada yasa dışı olan bir içerik bulunursa, harita kullanılamayacak ve birden fazla ihlal kaydı bulunan hesap engellenecektir."
32067,"Haritada yasa dışı olan bir içerik bulunursa, harita kullanılamayacak."
32068,Aşağıdaki Diğer Haritalar düğmesini tıklayın. Mini Atölye'ye gidin ve ilk haritanızı indirin!
32069,oynamadığınız bir harita
32070,Fantastik
32071,Sıradan oyuncular tarafından önerilen
32072,Eklenti
32073,Puan
32074,Kişi
32075,@Null@
32076,@Null@
32077,@Null@
32078,N/A
32099,@Null@
32100,@Null@
32101,"Sevgili mini maceracı, oyun yakında sizin için güncellenecektir. Güncelleme dosyasının boyutu #cfa7a0f@1MB#n 'dır. Onayla'ya tıkladıktan sonra güncelleme sizin için yapılacaktır. (WI-FI ağı üzerinden güncellemeniz önerilir)"
32102,Güncelleme dosyası indiriliyor. Lütfen internet bağlantınızı açık tutunuz.
32103,Yükleme ilerleme: #cfa7a0f@1%
32104,Telefonunuzda güncellemeyi tamamlamak için yeterli depolama alanı yok. Lütfen depolama alanını temizleyiniz ve sonra tekrar deneyiniz.
