id,德语
34429,"Diese Karte ist Vorlage Karte. Sie können es nach dem Generieren bearbeiten.

Diese Vorlage ist #cfa7a0fonly für Studie #n. Sie können es nur ändern, kann aber #c01c21badd nicht kommerziellen Inhalten #n. Karten nach der Bearbeitung müssen veröffentlicht werden gezwungen, die Template-Funktion zu aktivieren.

Klicken Sie bestätigen eine editierbare Karte in #cfa7a0fsave Liste #n eingeben. Fortsetzen?"
34430,Aktuelle Vorlage Karte Trigger nicht unterstützt
34431,Empfohlene Vorlage
34432,Frei
34433,"Diese Karte ist Vorlage Karte. Sie können es nach dem Generieren bearbeiten.

Diese Vorlage ist #cfa7a0fbuy-out #n. Sie können es nur ändern, kann aber #c01c21badd nicht kommerziellen Inhalten #n. Karten nach der Bearbeitung müssen veröffentlicht werden gezwungen, die Template-Funktion zu aktivieren.

Klicken Sie bestätigen eine editierbare Karte in #cfa7a0fsave Liste #n eingeben. Fortsetzen?"
34434,Entwickler kommerzielle Inhalte sind für diese Karte nicht verfügbar
34435,Sie können keine Vorlage für Ihre eigene Karte erstellen
34436,Die Karte enthält Nicht-Original-Ressourcen. Kann nicht als Buy-out-Vorlage Karte hochgeladen werden
34437,Keine Template Informationen
34438,Gescheitert! Die Karte wird nicht überprüft
34439,Gescheitert! Die Karte ist nicht Vorlage Karte
34440,Gescheitert! Vorlagentyp Fehler
34441,Verwenden Failed!
34442,Sie können keine neuen Plugin Pack in Schablonen-Maps erstellen
34600,@Null@
34601,Speichern Daten des Spielers
34602,Detaileinstellungen
34603,Wählen Sie die Daten speichern möchten
34604,Artikel
34605,Zeichenattribut
34606,Status
34607,Währung
34608,Pack Artikel
34609,Shortcut-Leiste Artikel
34610,Ausstattung Bar
34611,HP
34612,Hunger-Point
34613,Bacis Geschwindigkeit
34614,Angriff / Verteidigung
34615,Derzeitige Ebene / EXP
34616,Aktuelle Status Effect
34617,Die Anzahl der Sterne
34618,Mein Fortschritt
34619,"Sind Sie sicher, um den Fortschritt löschen
(#Cfa7a0fUploaded Fortschritt wird das Hochladen abgebrochen und gelöscht #n)"
34620,"Sind Sie sicher, um den Fortschritt laden
(#Cfa7a0fAfter Hochladen, können Fortschritte auf verschiedenen Geräten #n synchronisierenden)"
34621,Verwalten
34622,Hochladen
34623,Abbrechen Hochladen
34624,Löschen
34625,Der Fortschritt dieser Zeit hat sich in „My Progress“ gespeichert
34626,Uploaded
34627,Hochladen die obere Grenze erreicht. Kann nicht laden
34628,Spielzeit
34629,Neueste Wiedergabe
34630,Hochladen von Cloud-Variable
34631,Hochgeladen Wolke Variable die obere Grenze erreicht. Kann nicht neue schaffen.
34632,Laden Sie Cloud-Variable Server. Dann wird es eine langfristige Erhaltung sein
34633,"Diese Variable ist cloud variabel. Spieler werden die Daten verlieren, wenn es gelöscht wird. Fortsetzen?"
34634,Quit Play-Modus
34635,Setzen Sie die Karte
34636,Sie setzen Sie die Karte nicht
34637,"Spieler, die diese Karte spielen die gleichen Daten gemeinsam nutzen, wenn verschiedene Räume betreten."
34638,"#Cfa7a0fWhat spart Daten? #n
Spieler, die diese Karte spielen die gleichen Daten gemeinsam nutzen, wenn verschiedene Räume betreten.
Das heißt, wenn der Spieler verschiedene Räume die gleiche Karte geben zu spielen, werden die Daten synchronisiert.

#Cfa7a0fWhich Arten von Daten gespeichert werden sollen? #n
Sie können die Daten auszuwählen, die Sie in der detaillierten Informationen speichern
1. Artikelinformationen: Sie können Artikelinformationen in Pack speichern, Shortcut-Leiste und Geräte bar.
2. Zeichen Attribut: HP, Hunger Punkt, Grundgeschwindigkeit, Angriff / Verteidigung aktuellen Niveau / können EXP gespeichert werden.
3. Status: Aktuelle Status effet und dauerhafte Zeit eingespart werden.
4. Währung: Die Anzahl der Sterne und der Fortschritt gespeichert werden können."
34639,"Sind Sie sicher, den Fortschritt Hochladen abbrechen?
(#Cfa7a0fIt kann nicht nach dem Abbrechen #n synchronisiert werden)"
34640,Gespielt für #c01c21b@1 Stunde
34641,Wollen Sie den Fortschritt des Spiels laden Verlust des Fortschritts zu verhindern?
34642,Keine Fortschritte
34643,Das Hochladen ist fehlgeschlagen
34644,Abbrechen Hochladen fehlgeschlagen
34645,Hochladen von Spielfortschritt erfolgreich
34646,Abbrechen Hochladen
34647,@Null@
34800,@Null@
35000,@Null@
35001,Schreibt meinen Freund @1
35002,"Auf Wiedersehen, mein lieber @1"
35003,Ein Brief an @1
35010,@Null@
35011,"Ich weiß, Sie hat mir geholfen, die Maske zu entfernen. Ich habe immer schwindelig, wenn sie vor dem Tragen. Jetzt bin ich viel schlauer!"
35012,"Ich kann nichts über die Vergangenheit erinnern, nur daran erinnern, dass du mir geholfen, und brachte mich nach Hause."
35013,"Du bist mein bester Freund. Ich bin ganz zufrieden, jedes Mal wenn ich dich sehe"
35020,@Null@
35021,"Das Leben hier ist groß, aber vielleicht ist es Zeit, jetzt zu gehen. Als nächstes könnte ich zu meinem Stamm-Obwohl ich noch erinnern kann nicht finden, die ich früher, wo meine Familie und Freunde sind"
35022,"Obwohl ich mit Ihnen gerne leben, habe ich immer reisen wollte. Jetzt mache ich endlich meinen Geist auf Abenteuer zu nehmen! Danke. Auf Wiedersehen!"
35023,"Es fühlt sich großartig mit Ihnen zu sein. Aber ich möchte auch ein freies Leben. Ich entscheide, allein zu leben. Vielen Dank für mich gekümmert!"
35030,@Null@
35031,"#rRight, gibt es zu wenig Nahrung zu Hause. Denken Sie daran, mehr zu sparen"
35032,"#rI bekommen immer hungrig. Es wird groß sein, wenn ich mehr Nahrung haben kann! Ich bin sabbern schon nur darüber nachzudenken"
35033,"#rThere sollten viel leckeres Essen draußen sein? Gegrilltes Fleisch, Wildgemüse, Brot ... Ich kann es kaum erwarten!"
35040,@Null@
35041,"#rBy die Art und Weise, wird es schön, wenn es ein weiches Bett im Dorf ist. Der Stein auf dem Boden verletzt meinen Hintern, als ich schlief"
35042,"#rEverything hier ist in Ordnung, bis auf ein weiches Bett. Ich kann krank schlafen draußen."
35043,"#r P. S .: Ich habe noch nie einen Platz zum Schlafen, bevor gefunden, so dass ich von euch vor döst immer. bei mir nicht böse sein"
35049,@Null@
35050,Monument
35051,"@1 @3, der eine ist @2, Leben in Dorf @4 für @5 Tage und das Dorf verlassen, weil @6

@7"
35052,-In Speicher @1
35053,"Immer schwer verletzt, nachdem versehentlich aus einer Höhe fallen"
35054,Immer durch hohe Temperatur durch Unfall verbrannt
35055,"nicht richtig, wenn sie krank behandelt werden"
35056,Vergessen vor dem Schwimmen zum Aufwärmen und im Wasser eng zu werden
35057,"immer weh, wenn sie mit Feinden kämpfen"
35058,leider immer Treffer durch Pfeile in einer Schlacht
35059,ernsthaft bei einem Unfall verletzt zu werden
35065,@Null@
35066,", aus denen der Geist Nahrung zu finden"
35067,oft hungrig
35070,@Null@
35071,"Schlafwandler an einem Ort, wo niemand finden konnte"
35072,oft müde zu werden und den Geist bilden plötzlich
35075,@Null@
35076,Wir seufzen diesen kostbaren Begleiter zu verlieren
35077,Rufen Sie mich nicht. Ich will nicht aufwachen!
35078,Es wird passieren sowieso
35080,@Null@
35081,Der tapfere verließ die furchtlos zurück
35082,"Diese Stimme ist wie der Wind weht, hallte durch die Berge und Flüsse"
35083,Kann er seine geliebten Tiere und die natürliche Land begleiten für immer
35084,Lassen Sie uns berührt werden. Es war eine Art Person um uns herum
35085,Er ist frei wie Wind und Licht Unkompliziert wie fließendes Wasser
35090,@Null@
35091,Ich wünsche diesem Begleiter eine glatte Fahrt in die Zukunft
35092,Wir freuen uns auf einen Moment der Wiedervereinigung mit diesem freundlichen Partner
35093,"Alle guten Dinge müssen zu einem Ende kommen. Auf Wiedersehen, mein Freund!"
35095,@Null@
35096,Farmer
35097,Woodman
35098,Wächter
35099,Shooter
35100,Helfer
35101,Dorfbewohner
35105,@Null@
35106,Leise
35107,Mutig
35108,Talktive
35109,Tierliebend
35110,Hilfreich
35111,Unbeschwert
35120,@Null@
35121,Dorf Mitglieder:
35200,@Null@
35201,@Null@
35202,@Null@
35203,@Null@
35204,@Null@
35205,@Null@
35206,@Null@
35207,@Null@
35208,@Null@
35209,@Null@
35210,@Null@
35211,@Null@
35212,@Null@
35213,@Null@
35214,@Null@
35215,@Null@
35216,@Null@
35217,@Null@
35218,@Null@
35219,@Null@
35220,@Null@
35221,@Null@
35222,@Null@
35223,@Null@
35224,@Null@
35225,@Null@
35226,@Null@
35227,@Null@
35228,@Null@
35391,@Null@
35392,@Null@
35393,@Null@
35394,@Null@
35395,@Null@
35396,@Null@
35397,@Null@
35398,@Null@
35399,@Null@
35400,@Null@
35401,Nächstes Mal!
35402,"Lieber Spieler, niemand hat einen Multiplayer-Raum dieser Karte erstellt. Möchten Sie eine erstellen? (Sie können den Raum schaffen erst nach der Karte Download)"
35403,Neuer Spieler
35404,The tutorial will help you to learn how to survival in the game easily.
35405,Experienced Player
35406,Start Game Directly. I am a pro gamer!
35407,#cffda0aWelcome zu Survival-Modus#n
35408,Wie sammeln
35409,Wie zu bauen
35410,Wie zu Angriff
35411,"Tipps: Craft #cef2d2d ein Bett#n to Schlaf in der Nacht, oder verstecken sich in einem #cef2d2d helle Höhle.#n"
35412,"#cccea4aDo Ihr Bestes, um zu überleben!#n"
35450,@Null@
35500,@Null@
35501,UID Stornierung
35502,"Nach Kündigung, können Sie sich nicht anmelden. Alle Kontoinformationen, Artikel, Mini-Münzen und Mini-Bohnen, Karten, werden die Ressourcen gelöscht werden. Bitte arbeiten mit Vorsicht"
35503,"Vor Stornierung, werden wir die folgende Überprüfung durchführen, die Sicherheit Ihres Kontos und Eigentum zu gewährleisten:"
35504,#C3D4546I zustimmen #n #L #cfa7a0fAccount Kündigung
35505,Ihr Konto ist geschlossen. Bitte melden Sie sich
35506,Zur Stornierung
35507,Sie können Ihr Konto nicht abbrechen
35508,Sie können Ihr Konto aus folgenden Gründen nicht aufheben:
35509,QQ
35510,WeChat
35511,@Null@
35512,Bestätigen
35513,"    Bitte eintreten
Ich bin damit einverstanden, das Konto zu kündigen"
35514,Bestätigen abbrechen
35515,"Sie sind die Entwickler von Mini-Welt. Sie sind nicht in der Lage, um Entwickler die Rechte nach Kündigung zu erhalten. Fortsetzen?"
35516,Bestätigen
35517,Stornieren
35518,Ihre UID @1 wird gelöscht
35519,Bestätigen
35520,Löschen
35521,Ihre UID wird gelöscht
35522,Aktuelle UID @1 wurde gelöscht. Verwenden Sie die neue UID?
35523,Pflegen Sie die aktuelle Situation
35524,Ein neues Konto erstellen
35525,Bitte stimmen Sie den Widerruf
35526,Das Konto ist in Sicherheit
35527,Keine Kennwortänderungen innerhalb der letzten 15 Tage aufgezeichnet. (Konto innerhalb von 15 Tagen erstellt ist nicht Gegenstand dieser Einschränkung)
35528,Konto nicht verknüpft
35529,E-Mail wird auf das Konto nicht verknüpft
35530,Der entsprechende Saldo wurde abgerechnet
35531,Entwickler bezogene Währungssaldo Bedürfnisse zu begleichen.
35532,Das Konto ist in Unsicherheit
35533,Kennwortänderungen aufgezeichnet innerhalb der letzten 15 Tage
35534,Das Konto wird nicht verknüpft
35535,Mobiltelefon
35536,Email
35537," Noch verbunden"
35538,Der Saldo ist nicht geregelt
35539,Entwickler jeweilige Währung Saldo nicht ausgeglichen
35540,Ich bin damit einverstanden mein Konto kündigen
35541,Bitte geben Sie stimme ich mein Konto kündigen
35542,Konto Kündigung
35543,"Sie verstehen und akzeptieren, dass, sobald das Konto gelöscht wird, können Sie freiwillig alle (möglichen) Folgen zu tragen hat, einschließlich, aber nicht beschränkt auf:
1 Nach dem Löschen des Kontos, wird Ihr Konto nicht in der Lage sein, um die Mini-Welt und verwandte Produkte zu protokollieren, und das Mini-Konto wird nicht gestellt werden.
2 Nachdem das Konto gelöscht wird, Ihre Kontodaten und alle Gegenstände, Währung, Balance, usw. werden gelöscht. Sie verstehen und akzeptieren die Rechte und Interessen zu verzichten, die erzeugt wurden, aber nicht verbraucht und die erwarteten Vorteile, die in der Zukunft erzeugt werden können.
3 Nachdem das Konto gelöscht wird, werden die Karten und Ressourcen, die Sie über das Konto gebucht werden gelöscht oder anonymisiert werden (sofern nicht anderweitig durch Gesetze und Verordnungen zur Verfügung gestellt). Nach dem vorstehenden Inhalt gelöscht oder anonymisiert, können Sie nicht mehr abrufen, Zugang, zu übertragen, erhalten, weiterhin verwenden und abrufen, und Sie haben kein Recht, uns zu fragen, um es abzurufen.
4 Weitere Ergebnisse (möglicherweise) die sich aus der Aufhebung des Kontos."
35544,"Sind Sie sicher, das Konto zu kündigen?"
35545,Bestätigen abbrechen
35546,Nicht abbrechen
35551,Geben Sie das Spiel
35552,Gastmodus
35553,Account Login
35554,#LForget Passwort #n
35555,Login-Methode
35556,UID:
35557,Konten
35558,Konten wechseln
35559,Rufen Sie Konto
35560,#LMore Anmeldeoptionen #n
35561,Verlauf löschen
35562,Erledigt
35563,"Sind Sie sicher, die Login-Geschichte löschen?"
35564,Rufen Sie Konto / Passwort
35565,Konto Sicherheit
35566,Das Verifikationsverfahren
35567,"den aktuellen Login-Account löscht, wird das Spiel beenden. Sind Sie sicher fortsetzen?"
35568,Eine verbindliche Auskunft
35569,Kontoauflösung
35570,Verknüpfen Sie Ihr Konto
35571,Schalter Anmeldemodus
35572,Wenn Sie den Bestätigungscode nicht finden können. Bitte überprüfen Sie die Junk-Mail-Box.
35573,"1. Binden Sie Ihr Konto, um Ihr Passwort zurückzusetzen. #r 2. Rufen Sie Ihre UID ab, wenn Sie vergessen werden."
35574,Please set PW first
35575,Deleted Successfully
35576,Bind Information is not available
35577,UID Retrieve is not available
35578,I agree to cancel my account
35579,#c3D4546 Please read the #n#L#cfa7a0f《UID Cancel Rules》 carefully #c3D4546 before continue
35800,@Null@
35801,Login- oder Spielgeschwindigkeitsprobleme
35802,Spielabstürze oder keine Antwort
35803,Multiplayer kann nicht #rabgespielt werden
35804,Map herunterladen Lagging #r and Fehlern
35805,Der Survival-Modus ist zu schwierig
35806,Entwickler-Funktion
35807,Karte oder speichert fehlt
35808,Trigger oder API
35809,Auflade-Ausgabe
35810,"Bitte das Problem, das Sie haben festgestellt (12-400 charatcters)"
35811,"Aufladezeit:
Der Ladebetrag:
Bestellnummer:"
35812,"Trigger-Problem:
1. Veranstaltung
2. Bedingung
3. Aktion
Bitte geben: Fehler-Code"
35813,Was Problem bekommen Sie?
35814,Detaillierte Beschreibung
35815,(Bitte geben Sie ihre E-Mail-Adresse ein)
35816,Bitte wählen Sie Ihr Problem
35817,Bitte geben Sie eine detaillierte Beschreibung und Resubmit
35818,"Leider können wir es zu tun haben derzeit mit dem Feedback, das Sie abgegeben haben, bitte später neue Fragen einreichen, danke."
35819,"Wir haben Ihr Feedback erhalten, wir danken Ihnen für Ihre Unterstützung zu Mini-Welt!"
35830,@Null@
35850,@Null@
35851,Wiederkehrende Geschenke
35852,"Willkommen zurück Abenteurer!
1. Wiederkehrende Spieler können Belohnungen und damit die permanente Avatare freischalten, indem Aufgaben.
2. Die Aufgaben haben zeitliche Begrenzung. Bitte vervollständigen Sie die Aufgaben in der Zeit!"
35853,Countdown:
35854,Willkommen zurück!
35855,Hot Karten
35856,Das Neueste
35857,Wiederkehrende Wert:
35858,Verbleibende Return Wert: @1
35859,Wiederkehrende Wert: @1
35860,Wiederkehrende Belohnungen
35861,Wiederkehrende Aufgaben
35862,einlösen Geschichte
35863,Führen Sie die Aufgaben und einlösen Belohnungen!
35864,Die Aufgaben Countdown: @1
35865,Die Zeit ist um. Die Aufgaben beenden
35866,Wiederkehrwert + @1
35867,Einlösen
35868,Einlösen mal @1
35869,einlösen Artikel
35870,Verbrauchen Rückkehr Wert
35871,einlösen Anzahl
35872,einlösen Zeit
35873,"Wählen Sie die Belohnungen, die Sie wollen"
35874,Bestätigen Sie die Belohnungen
35875,Sie @1 erhalten. Bitte bestätigen
35876,Hervorgehoben
35877,Mehr
35878,Schlussverkauf
35879,Willkommen zurück
35880,"Lieber Adventureres,
Hey, Haben Sie nicht für eine lange Zeit gesehen! Es wurde @1 Tage seit dem letzten Mal, wenn Sie angemeldet! Wir sind so froh, dass Sie wieder kommen! Wir haben einige Geschenke für Sie vorbereitet! Ich hoffe, es wird Ihnen gefallen ~"
35881,Registriert Multiplayer-Raum Anspruch Belohnungen (Die Belohnungen werden per Post verschickt)
35882,Registriert Multiplayer-Zimmer
35883,Reselect
35884,Unzureichende Rückkehr Wert. Kann nicht einlösen
35885,Einlösen fehlgeschlagen. Bitte versuchen Sie es später noch einmal
35886,Die Aufgabe erledigen! Wiederkehrwert + @1
35887,Sie @1 verbrauchen @2 einzulösen. Bitte bestätigen
35888,Überladen. Bitte versuchen Sie es später noch einmal
35889,Wiederkehrwert
35890,Tage
35950,"Zusammenarbeiten, um Belohnungen zu gewinnen!"
35951,Aktivitätszeit:
35952,Großer Preis der Saison
35953,bind Freund
35954,Ansicht Anfrage
35955,Finde einen Freund
35956,Anwenden
35957,angewandt
35958,"Sie haben noch keine Freunde, einen Freund in der Nähe unterwegs zu finden."
35959,Hinterlasse eine Nachricht:
35960,Lösen
35961,Tägliche Aufgabe
35962,Event Suche
35963,Bearbeiten Anwendungsinhalte
35964,Warten auf Genehmigung nach der Anwendung
35965,Ereignisregeln
35966,Geben Sie die Karte online mit Freunden
35967,Download @1/1map
35968,Füllen Sie @1/@2  tägliche Quests während der Veranstaltung
35969,Verbinden Sie sich mit Freunden @1 mal
35970,Gesehen @1 Anzeigen während der Veranstaltung
35971,TopUp 1mal
35972,Tötet @1- @2 mal
35973,Warnung!
35974,"Unbinding ist ein irreversibler Betrieb.
Sie werden die Belohnungen nicht mehr zu behaupten, der Lage sein, werden die gesammelten Punkte gelöscht werden und die Suche Liste zurückgesetzt."
35975,"Sind Sie sicher, dass dieser Freund zu binden?"
35976,Anwendungs ​​Erfolg
35977,Anwendung fehlgeschlagen
35978,erfolgreich unbind
35979,Ernten einmal in der neuen Heimat
35980,Ernte Vieh einmal in der neuen Heimat
35981,"Sorry, ausgewählt Freund hat einen anderen Spieler binded wurde, wählen Sie bitte einen anderen Freund"
36000,@Null@
36001,Bitte wählen Sie die Karte importieren
36002,"Sie können nur das Plugin Pack erstellen, nachdem die Eingabe speichern"
36003,Sie können ein Plugin Pack in Erstellungsmodus erstellen
36004,"Sie müssen sparen, bevor Sie das Plugin Pack bearbeiten können"
36005,Sie können das Plugin Pack in Erstellungsmodus bearbeiten!
36020,@Null@
37000,@Null@
37001,Musikspieler
37002,Kein On-Demand
37003,Löschierung fehlgeschlagen: Die Song-ID ist nicht vorhanden
37004,"Es gibt keinen spielbaren Song in der aktuellen Liste, bitte fügen Sie eine Song-Liste hinzu"
