id,西班牙语
20371,#cef2d2dAtención: preste atención a las personas o cosas que le rodean durante el uso de la función. ¡Ten cuidado!
20372,El teléfono está perpendicular al suelo
20373,Distancia 1-2 metros
20374,Aplicación Acciones
20375,Ayuda
20376,"#cfa7a0f¿Qué es la aplicación de acciones? #n
Utilice la aplicación de acción para cambiar la acción del modelo.
Los jugadores lo usan y entran al juego. Las acciones (incluyendo: pararse, correr, acostarse, atacar, ser derrotado, atacar) serán reemplazadas.

#cfa7a0f¿Qué skines admiten la aplicación de acción? #nAvatar@1
(Más eskines estarán disponibles en próximas versiones)"
20377,Combinación (aplicación de acciones)
20378,Nombre Acción
20379,#cffffff@1@2#nDefinir como #cfa7a0f@3#nacción
20380,Guardado
20381,Guardado. Confirma en la galería de recursos
20382,Acción básica
20383,Emoticon
20384,Guardar como
20385,#L#cffffffRecurso
20386,Configurar al menos una acción para guardar
20387,Nombrar Recurso (combinación Acciones)
20388,Figura estándar
20389,Figura general
20390,La acción realizada por este hueso se puede usar en el emote de estrella.
20391,La combinación de acciones se guardará en el centro de recursos. La acción predeterminada no se guardará en la combinación de acciones
20392,Puede guardar la combinación de acciones en el centro de recursos
20393,#L#cfa7a0fGuardar combinación
20394,Generar figura estándar
20395,Cargar Acción
20396,Guarda Acción
20397,#cfa7a0f@1#n La acción se guardará en el centro de recursos
20398,Centro Modelos
20399,Centro de Acción
20400,Acción de Mapa
20401,Recurso Acción: Archivo @1/@2
20402,Recurso Modelo: Archivo @1/@2
20403,Detalles
20404,Nombre
20405,Tipo de Recurso
20406,Etiqueta Acción
20407,UID
20408,Tamaño Archivo
20409,Tipo Modelo
20410,Figura general
20411,Combinación
20412,Soltero
20413,Bloque Miniatura
20414,Combinación Miniatura
20415,Artículo en miniatura
20416,Criatura en miniatura
20417,Modelo personalizado
20418,Le costará #c0aaa1a@1 × @2#nabrir la ranura #cfa7a0f@3#n.Confirmar#r
20419,Cabeza
20420,Cuello
20421,Parte superior
20422,Barriga
20423,Pelvis
20424,Hueso de la raíz
20425,Hombro
20426,Hombro derecho
20427,Gran brazo derecho
20428,Antebrazo derecho
20429,Palma derecha
20430,Hombro izquierdo
20431,Gran brazo izquierdo
20432,Brazo del antebrazo izquierdo
20433,Palma izquierda
20434,Muslo derecho
20435,Vástago derecho
20436,Pies derechos
20437,Muslo izquierdo
20438,Vástago izquierdo
20439,Pie izquierdo
20440,No se puede comprobar #rResource no está descargado
20441,Modificaciones no admitidas
20442,Gira la cabeza
20443,Giro
20444,En jarras
20445,Levanta la pierna
20446,Animación Apertura
20447,Nombra la acción
20448,"Máximo 100 cuadros. 0,1 fotogramas/s"
20449,Figura de forma humana estándar
20450,Edición de modelo de forma humana estándar. No se puede cambiar el parámetro óseo
20451,No modificatio. Error al guardar
20452,Cargado
20453,Carga fallida
20454,Tu skin no admite la aplicación de acción
20455,General
20456,Acción oficial
20457,Acción personalizada
20458,Acción emote estrella
20459,No hay datos de acción. No se puede guardar como combinación de acciones
20460,Solo acción predeterminada No se puede guardar como combinación de acción
20461,El número de archivos de acción ha alcanzado el límite superior.
20462,¿Está seguro de borrar el plan de aplicación de acción?
20463,No puedes editar la acción oficial
20464,Control Desplaza.
20465,Solo ajustar desplazamiento
20466,Este hueso no admite la edición de modelo
20467,Tu teléfono no admite esta función
20468,Noticia: solo se pueden cargar y verificar 5 veces al día
20469,He enviado verificación más de 5 veces hoy. Vuelve a enviarlas mañana.
20470,Haz una pose y te seguiré
20471,"Haga clic en el botón Grabar. Cuenta atrás 3,2,1 ¡VAMOS!"
20472,¡Todas tus próximas poses serán grabadas!
20473,¡Grabación completa! ¡Vamos a ver!
20474,"Después de guardar, puedes usar la máscara al personaje y editar"
20475,@Null@
20476,La acción se revisará (se mostrará después de la revisión)
20477,Emote estrella | ¿Que es eso?
20478,Emote estrella | ¿Cómo usar?
20479,Emote estrella | ¿Qué puede hacer?
20480,Girar
20481,Me gusta
20482,"Tímido
"
20483,"Torpe
"
20484,Deslumbrado
20485,"Bienvenido a Star Dance (captura de movimiento), comenzaremos con el tutorial sobre esta función."
20486,Fin del tutorial
20487,"Subida fallida, falta el archivo local (seleccione otra acción)"
20488,(Solo se puede ver en línea después de la revisión)
20489,@Null@
20500,No se pudieron tomar fotografías
20501,@Null@
20502,@Null@
20503,@Null@
20508,@Null@
20509,"Espere, por favor"
20510,Publicar 
20511,Insertar Foto
20512,Gestión de Posts
20513,Entregar
20514,Estado de Amigos
20515,Estado Mío
20516,Respuestas
20517,Editar
20518,Publicar Sentimientos
20519,Clic para introducir contenido con limitación de 15 palabras 
20520,Mi Espacio
20521,Canales para Exposición 
20522,Permite a otros dejar comentarios
20523,Mis Sentimientos
20524,Mapas
20525,Estado
20526,Álbum
20527,Configuraciones Guardadas
20528,Ocultar
20529,Exhibir
20530,Fijado
20531,Recomendaciones
20532,Recomendaciones no definidas. Editarlo en el canal de mapa
20533,Recomendaciones no definidas. Editarlo en el canal de mapa
20534,Canal de Mapa
20535,Popularidad
20536,Centro de Perfil
20537,"- Se actualiza la función de perfil personal! #r #r 1. Agregue un centro de visualización, puede recomendar el contenido de su juego favorito en su propio espacio. #r #r 2. Agregue un estado de ánimo personal para actualizar su texto de estado de ánimo en cualquier momento. #r #r 3. Agregue un sistema de popularidad, valor de la gente = amigos * 10 + fanáticos + cantidad de descarga de mapas + puntos de participación de estado. #r #r 4. Agrega un candado de imagen que puedes bloquear la imagen de tu perfil personal y no cambiar según el skin que uses. #r #r 5. Agregue un sistema de actualización de estado que puede publicar el estado en tiempo real a amigos y fanáticos para compartir historias interesantes en el juego. #r #r 6. Nuevo sistema de medallas, puedes completar los logros del juego para obtener la medalla genial."
20538,Desbloqueada la función de imagen
20539,La exhibición de mapa es vacía. Ir a compartir
20540,No mapa exhibido
20541,"Clic para introducir contenido, con límite de 100 palabras"
20542,Avatar no permanente NO puede ser bloqueado
20543,La cuenta del jugador está restringida. No permite chequearla
20544,Bloqueado
20545,"Has hecho clic en Like para esta foto hoy, por favor, pruébalo mañana."
20546,Número de Likes
20547,Más
20548,#b#cffda0aOriginal
20549,De mi estado
20550,Del estado de amigos
20551,Del estado de seguidores
20552,Verificando
20553,Revisión aprobada
20554,Revisión falla
20555,Privado
20556,Borrado
20557,Pinchado
20558,No Comentar
20559,Ocultar
20560,Borrar
20561,Publicación falla
20562,Ingresar contenido
20563,Comentario falla
20564,Actualización de estado falla
20565,Eliminación del estado falla
20566,Respondido
20567,Pinchado cancelación
20568,Abrir comentación
20569,Desocultar
20570,Todos
20571,Amigos
20572,Seguidores+Amigos
20573,No permite responder
20574,Privado
20575,Permiso de comentación 
20576,Permiso de ver estado
20577,Pinchado
20578,Pinchado cancelación
20579,Comentación cerrada
20580,Abrir comentación
20581,Ocultado
20582,Ocultar cancelación
20583,Borrado
20584,No pinchar el Momento o Estado ya escondido
20585,El jugador ha cerrado la comentación
20586,El jugador ha puesto la limitación de comentación
20587," minutos antes"
20588," horas antes"
20589,No estado
20590,No comentario
20591,¡Publicado! Será visible tras la revisión
20592,No aparecerá ninguna invitación en 5 mins.
20593,Logro
20594,Puntos
20595,Vestirse
20596,Este jugador no ha recibido la medalla de logro
20597,"¡Enhorabuena, consigues nueva medalla! "
20598,Puntos Actuales
20599,@1 puntos adquiridos
20600,@1 recibido
20601,¡Se ha puesto la insignia @1! Chequea
20602,La insignia @1 quitada
20603,¡Tarea de Logros cumplida! Recibe tus recompensas.
20604,Recompensas
20605,Incumplido
20606,¡Mira! He desbloqueado una medalla nueva!@1
20607,Condiciones de Desbloquear
20608,Compartirlo
20609,Resp.
20610,Grupo
20611,Grupo de @1
20612,Dirige a
20613,Banear Mensajes
20614,Banear Chat
20615,Eliminar del Grupo
20616,Traspasar Grupo
20617,Permite Invitar
20618,Invitar a amigos
20619,No miembros en grupo. Invita ahora
20620,Info. Grupo
20621,Charla Amigos
20622,Baneado en la charla. No permite enviar mensajes
20623,Cancelar Bloqueo
20624,No Amigos a Invitar
20625,Traspaso Hecho
20626,Falla poner insignia
20627,Solo el jefe tiene el permiso
20628,El chat será deshecho si el jefe se va. Puedes traspasarlo.¿Seguro de deshacer el chat?
20629,Prohibir a @1 entrar en chat
20630,Invitación Falla
20631,Permite invitar
20632,Miembros de chat llenos. No invitar más
20633,Demasiados Chats. No crear uno más.
20634,Grupo de Chat creado! Miembros: @1
20635,"Bienvenido a @1, invitado por @2"
20636,¡Invitado!
20637,Salir
20638,Deshacer
20639,Nunca has creado un grupo de chat. Crea uno ahora!
20640,Crear Chat
20641,Tu comentario inapropiable ha sido denunciado bastante. No puedes usar el chat por ahora. Contacta con el jefe para desbloquearte.
20642,Tu comentario inapropiable ha sido denunciado bastante. No puedes usar el chat por ahora. Espera hasta @1 y vuelve a tratar.
20643,Número de chats de este jugador llega límite.
20644,"Las insignias no se han cargado, Pruébalo luego."
20645,Jugador @1 es el jefe ahora.
20646,"Está en el chat ya, no agregarlo otra vez."
20647,Ha sido denunciado más de @1 (vez) veces. Silenciado se mantiene.
20648,"No publicar cosas que implican infracción, o Mini Capitán te castigará."
20649,Queda @1 para ascender al siguiente nivel
20650,Insignia nivel máximo 
20651,De Fav.
20652,Creado por jugador del perfil
20653,Estado
20654,Mis Obras
20655,Favoritos
20656,Sus Obras
20657,Su Fav.
20658,No fije el mapa escondido
20659,No esconda el mapa fijado arriba
20660,Recomendad por @1: @2
20661,Escanear código QR para agregarme como Amigo
20662,Código QR
20663,@Null@
20664,Nombre usado. Introdúcelo de nuevo
20665,Comentado. Será visible tras la revisión
20666,Configurado. Será visible tras la revisión
20667,¡Publicado!
20668,Se está revisando el nombre. Puedes consultar en Perfil
20669,(Se está revisando el nuevo nombre)
20670,No se puede cambiar el nombre. El nombre está en revisión
20671,@Null@
20700,@Null@
20994,Premio para Mini Escuela
20995,¡Felicitaciones! Has obtenido una buena nota en Quiz. Recibe estos premios con tiempo.
20996,@Null@
20997,@Null@
20998,@Null@
20999,@Null@
21000,Feliz Navidad
21001,"Enhorabuena, has recibido premios. No olvidarte de adquirirlos antes del vencimiento!"
21002,@Null@
21003,@Null@
21004,"El email contiene suplementos. Por favor, adquirirlos antes de borrar el email."
21005,@Null@
21006,@Null@
21007,¡Feliz Pascua!
21008,"¡Felicitaciones! Has ganado el siguiente premio desde el evento de Huevo Pascua. Por favor, recíbelo pronto en el email de juego antes de la expiración."
21009,Aviso de Premios.
21010,"Nos complacemos con su participación, y enhorabuena por sus asombros resultados en el evento de Mini Garena. Por favor, haga clic en el botón [Ir] para entrar en la página de evento y en [Recibir Premios]para conseguirlo."
21011,"Feliz Verano, Regalos Suerte"
21012,"¡Felicitaciones! Has recibido estos regalos durante el evento de regalos de verano. Por favor, recíbelos antes de que expiren! Súper bajo costo para los avatares excelentes y paquetes regalos gratuitos! Diseña tu propio avatar!"
21013,"Estimados jugadores, han comprado con éxito los mini servidores en la nube. Vaya a [Multijugador - Yo - Mini servidores en la nube] para configurar los ajustes relevantes. Para obtener más información sobre la configuración, haga clic en el botón [Directo a]"
21030,Solicitud de Acceso
21031,"Para que pueda utilizar la función de chat de voz ""Mini World"", Miniwan le pedirá el permiso de voz de su teléfono."
21050,@Null@
21051,El juego es un mundo virtual.
21052,El juego es un mundo virtual.
21053,El juego es un mundo virtual.
21054,El juego es un mundo virtual.
21055,El juego es un mundo virtual.
21056,@Null@
21057,@Null@
21058,@Null@
21059,Solo utilice el sitio web oficial reconocido y tenga cuidado con los sitios web falsos y absténgase de iniciar sesión. 
21060,"Comuníquese únicamente con los canales oficiales de atención al cliente reconocidos, tenga cuidado con los estafadores y absténgase de realizar transferencias de fondos."
21061,@Null@
21062,@Null@
21063,@Null@
21064,@Null@
21065,@Null@
21066,@Null@
21067,@Null@
21068,@Null@
21069,@Null@
21070,@Null@
21099,@Null@
21100,Generador de señal roja
21101,Generador de señal azul
21102,Generador de señal verde
21103,Generador de señal amarillo
21104,Generador de señal naranja
21105,Generador de señal morada
21106,Receptor de señal roja
21107,Receptor de señal azul
21108,Receptor de señal verde
21109,Receptor de señal amarilla
21110,Receptor de señal naranja
21111,Receptor de señal morada
21112,Analista de señal roja
21113,Analista de señal azul
21114,Analista de señal verde
21115,Analista de señal amarilla
21116,Analista de señal naranja
21117,Analista de señal morada
